id;user_id;news_id;comment_id;comment;created;likes_cnt;dislikes_cnt;needs_mod
583;170;468;;duis bibendum felis sed interdum venenatis turpis;2015-10-05 03:31:00;121;112;0
585;241;112;;placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris;2015-07-09 13:53:00;22;120;0
587;232;324;;donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor;2015-10-25 14:09:00;38;21;0
588;188;74;;et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean;2015-05-02 03:41:00;181;59;0
591;4;132;;vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce;2017-11-11 11:50:00;0;46;0
592;274;689;;sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem;2015-09-05 19:38:00;18;62;0
593;141;895;16;sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui;2017-02-17 06:49:00;64;115;0
594;161;258;;nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue;2017-03-27 17:53:00;54;170;1
596;76;337;;purus eu magna vulputate luctus;2016-09-22 15:52:00;114;186;0
597;219;116;;bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a;2017-06-14 23:20:00;118;142;0
599;5;636;109;consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique;2015-09-10 15:20:00;169;193;0
600;100;646;;mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus;2015-04-27 14:32:00;130;103;0
602;296;211;;dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec;2017-05-24 08:39:00;24;78;0
604;129;914;;laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit;2017-02-06 23:40:00;74;12;0
605;80;846;509;vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien;2015-09-02 05:25:00;74;141;0
606;73;65;376;eu nibh quisque id;2015-09-11 12:39:00;189;52;0
609;119;576;;platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla;2016-06-17 17:30:00;158;33;0
610;39;65;376;cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque;2016-01-28 19:39:00;36;56;0
611;194;365;552;curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit;2016-08-12 17:44:00;123;27;0
612;179;154;;ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac;2016-09-25 00:19:00;19;168;0
613;69;31;198;nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus;2015-10-12 07:49:00;50;158;0
614;244;584;;arcu adipiscing molestie hendrerit at vulputate;2016-12-18 08:41:00;126;36;0
615;237;551;;dolor quis odio consequat varius integer;2016-10-30 15:22:00;146;106;0
617;279;462;;elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum;2015-02-25 01:22:00;21;88;0
618;109;614;;ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non;2016-10-31 03:04:00;63;22;0
619;116;346;;nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis;2018-01-29 18:12:00;146;194;0
621;54;181;;fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis;2017-05-31 13:26:00;83;60;1
622;79;518;;proin interdum mauris non ligula pellentesque ultrices phasellus;2017-01-20 02:14:00;70;82;0
624;18;427;;ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id;2016-04-01 15:52:00;84;124;0
627;188;217;;posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque;2018-02-02 05:26:00;199;186;0
628;233;579;;pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula;2017-08-06 03:24:00;13;125;0
629;256;795;;in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at;2015-03-08 04:30:00;184;184;0
630;136;466;;mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean;2017-04-13 05:48:00;188;47;0
632;176;501;;auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac;2015-04-09 11:38:00;74;125;0
633;132;411;;elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim;2015-09-27 12:47:00;102;145;0
634;103;81;;sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque;2016-08-29 12:41:00;105;5;0
636;45;882;;rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in;2017-05-21 13:41:00;31;81;0
638;272;478;;erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper;2017-02-12 19:41:00;145;65;0
639;50;365;611;eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam;2017-07-26 18:44:00;176;195;0
640;291;394;167;bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus;2015-03-13 22:11:00;134;199;0
643;154;386;;luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem;2016-09-04 02:22:00;59;97;0
644;43;116;;venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula;2015-02-21 09:10:00;23;133;0
645;183;724;80;tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in;2017-08-20 06:02:00;4;144;0
646;63;685;232;consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer;2017-01-09 00:53:00;102;149;0
648;291;796;;ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti;2017-08-16 16:55:00;114;129;1
649;291;737;;at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in;2015-10-31 02:05:00;6;157;0
650;36;404;;rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue;2016-10-12 05:05:00;69;115;0
651;234;679;;praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut;2015-05-29 20:03:00;126;49;0
652;168;695;;est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium;2016-06-11 19:20:00;50;77;0
654;58;105;;donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel;2016-06-12 20:13:00;193;125;0
655;141;581;;magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce;2016-04-11 17:52:00;93;171;0
656;209;310;;dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis;2015-02-21 00:00:00;22;48;0
658;85;421;;in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis;2015-05-09 19:22:00;38;137;0
659;4;594;;sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero;2018-01-20 19:13:00;112;74;0
660;298;480;;eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia;2016-04-08 08:53:00;155;144;0
661;217;297;479;penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet;2016-07-05 21:09:00;70;116;0
662;111;706;;volutpat eleifend donec ut dolor morbi vel lectus in quam;2017-12-19 05:22:00;55;176;0
663;286;127;;leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at;2017-04-29 21:24:00;90;185;0
664;221;513;;lacinia sapien quis libero nullam sit amet turpis elementum ligula;2015-05-24 15:23:00;39;111;0
665;176;65;376;quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in;2016-11-17 03:28:00;57;38;0
666;160;909;;in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi;2015-07-24 13:56:00;132;58;0
667;77;896;152;adipiscing lorem vitae mattis;2015-03-23 05:12:00;45;24;0
668;194;452;;suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at;2016-04-23 08:35:00;102;130;0
669;171;235;210;vitae nisi nam ultrices libero non mattis pulvinar;2016-06-04 05:12:00;165;100;0
670;144;528;;amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum;2016-10-19 13:54:00;173;23;0
671;15;548;;justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam;2017-10-10 03:37:00;51;157;0
672;202;589;;a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum;2017-06-05 06:00:00;168;33;0
673;121;606;;diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum;2017-06-13 05:44:00;88;40;0
674;152;311;;amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum;2015-08-11 11:13:00;115;150;0
677;105;709;241;hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor;2017-04-29 05:53:00;190;95;0
678;182;104;;fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan;2015-03-28 18:49:00;195;14;0
679;25;839;;quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt;2017-12-01 11:40:00;88;8;0
681;14;427;;diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper;2015-05-18 22:48:00;198;27;0
683;268;674;;lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in;2015-06-23 05:34:00;183;194;0
684;207;480;;lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin;2015-09-15 16:33:00;68;18;0
685;104;800;302;id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia;2016-03-04 03:11:00;58;10;0
686;48;290;;hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia;2017-11-21 21:18:00;64;77;0
688;20;521;;commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula;2015-05-01 08:23:00;187;5;0
689;66;385;;quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue;2017-04-29 05:57:00;184;190;0
690;261;659;;sit amet cursus id turpis integer aliquet massa id;2017-05-24 22:52:00;29;160;0
691;153;399;40;nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere;2016-05-29 02:15:00;82;175;0
692;193;595;555;in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet;2015-10-19 05:52:00;175;61;0
693;108;68;27;enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis;2017-12-20 21:25:00;98;133;0
696;69;807;;vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor;2015-09-04 18:31:00;194;136;0
697;130;109;399;hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi;2015-09-23 10:25:00;195;141;0
698;249;310;656;id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra;2017-07-08 05:08:00;16;200;0
699;189;261;;ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu;2017-05-20 15:07:00;128;135;0
700;221;480;;vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt;2015-10-02 17:12:00;73;146;0
701;89;835;;aenean sit amet justo morbi ut odio cras mi pede;2015-09-30 10:35:00;119;24;0
705;22;424;448;in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi;2015-03-26 03:24:00;169;24;0
706;253;545;;sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi;2015-11-09 17:04:00;154;78;0
708;78;108;350;ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus;2016-01-10 05:01:00;35;48;0
709;6;400;;ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer;2017-01-30 08:03:00;35;42;0
710;84;211;602;nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu;2017-04-08 03:15:00;135;114;0
711;230;370;429;lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec;2017-07-03 06:50:00;41;24;0
713;297;60;37;leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla;2017-08-12 08:16:00;195;55;0
714;147;587;;lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea;2016-06-26 19:31:00;119;182;0
715;48;383;;felis ut at dolor quis odio consequat varius integer ac leo;2015-05-12 20:41:00;12;165;0
716;83;195;;eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut;2015-02-24 05:23:00;51;180;0
720;263;546;;aenean sit amet justo morbi ut odio cras mi pede malesuada in;2016-08-13 01:34:00;106;135;0
721;280;906;86;venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam;2016-05-29 22:29:00;163;86;0
722;256;143;;dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus;2017-03-29 19:31:00;105;157;0
723;287;235;;duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu;2017-07-04 14:25:00;62;133;0
724;86;709;387;nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet;2015-06-06 04:46:00;62;33;0
727;271;738;;tincidunt eu felis fusce;2017-02-02 00:38:00;30;166;0
728;76;256;;libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla;2017-03-05 10:30:00;76;72;0
733;109;640;364;ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum;2017-12-20 16:47:00;95;67;0
735;100;507;;sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est;2017-07-04 16:23:00;49;175;0
736;3;732;;eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh;2016-07-01 03:46:00;197;154;0
737;77;594;522;interdum mauris non ligula pellentesque ultrices phasellus;2015-10-23 03:05:00;37;190;0
740;274;105;654;condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis;2016-06-06 22:06:00;114;137;0
741;272;235;;praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla;2017-12-08 02:57:00;55;67;0
743;233;262;;ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a;2016-02-19 20:26:00;192;175;0
744;85;208;;praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget;2017-06-23 02:06:00;174;164;0
745;190;126;;faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin;2017-07-25 17:05:00;160;93;0
746;47;368;;porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi;2016-01-19 23:23:00;142;89;0
747;115;66;;id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla;2015-10-12 04:59:00;17;4;0
748;229;845;;auctor gravida sem praesent id;2017-06-03 03:13:00;197;135;0
749;119;421;658;a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt;2017-03-16 14:17:00;99;19;0
750;254;296;;curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at;2016-06-15 06:36:00;117;0;0
751;296;832;;id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc;2016-07-29 03:41:00;170;54;0
753;82;208;744;fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla;2016-07-27 03:36:00;54;192;0
754;153;189;;sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed;2015-12-19 04:31:00;7;69;0
755;40;560;168;etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi;2015-09-09 02:03:00;63;174;0
756;71;313;;pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus;2016-05-18 18:04:00;79;139;1
759;113;544;235;et tempus semper;2016-10-31 21:26:00;109;110;0
760;206;732;736;ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent;2017-11-28 03:21:00;165;197;0
761;266;690;169;vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien;2015-11-18 02:35:00;109;158;0
762;282;354;;fermentum donec ut mauris;2016-11-26 20:16:00;142;31;0
763;257;430;;penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean;2017-02-03 08:41:00;81;63;0
764;10;897;;sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta;2015-02-25 13:10:00;114;48;0
765;30;748;523;purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac;2017-12-07 00:19:00;31;134;0
766;163;45;;pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis;2016-07-28 00:42:00;140;142;0
767;280;378;;penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel;2015-12-24 12:10:00;150;82;0
768;228;849;;eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor;2017-10-26 09:34:00;16;9;0
